Date,EWU,^FTAS,^FTMC,^FTSE,UK_CPI,UK_Ind_Production,UK_GDP,UK_CPI_YoY,UK_Ind_Prod_YoY,UK_GDP_QoQ,UK_GDP_YoY,Is_Holiday
2011-09-28,-0.02206367769192108,-0.013470780427491502,-0.008728996205455086,-0.014450047900278151,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
2011-09-29,0.011944259522076672,-0.004145612153064193,-0.005299510322794743,-0.0039865632818608665,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
2011-09-30,-0.03147544534734403,-0.013403034217110976,-0.01663408035401337,-0.013142666112689882,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
2011-10-03,-0.019634534120271607,-0.009783818386842169,-0.007006617360840739,-0.01033440577166811,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
2011-10-04,0.013122030137161511,-0.026856482097706635,-0.03330043605090793,-0.02582998673160275,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
2011-10-05,0.019086346264752585,0.02913810483341761,0.015054202588819399,0.03191495350000895,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
2011-10-06,0.03411355683229633,0.036097029652648605,0.03352910922428909,0.037062365672897224,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
2011-10-07,0.0012937951580580531,0.0027901835666870323,0.0070182223334438465,0.002286791167178004,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
2011-10-10,0.034237600627055054,0.0179123761724862,0.018357080205613663,0.018026190635558326,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
2011-10-11,-0.007495138979584537,-0.000294567961581782,0.0014101259232914831,-0.0006111881251157358,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
2011-10-12,0.01384501734122301,0.009478514589138731,0.016238185440620168,0.008543767760679,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
2011-10-13,0.0024829766414087295,-0.0072574902229655125,-0.00867248062015502,-0.007056470969526107,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
